Date,Open,High,Low,Close
2023-01-02,82.6275,82.7925,82.5925,82.7862
2023-01-03,82.7655,83.085,82.7362,83.0125
2023-01-04,82.8755,82.9175,82.7325,82.805
2023-01-05,82.7775,82.7815,82.4295,82.4775
2023-01-06,82.6575,82.7605,82.6065,82.7375
2023-01-09,82.3375,82.4475,82.3045,82.3905
2023-01-10,82.2145,82.2275,81.7035,81.7675
2023-01-11,81.7365,81.8015,81.5165,81.6475
2023-01-12,81.6555,81.7455,81.5285,81.5925
2023-01-13,81.4425,81.4525,81.3025,81.3762
2023-01-16,81.3755,81.7375,81.3705,81.6138
2023-01-17,81.8285,81.8655,81.7125,81.7735
2023-01-18,81.6895,81.7065,81.2425,81.27
2023-01-19,81.3555,81.4195,81.3005,81.3775
2023-01-20,81.2695,81.2695,81.0745,81.1662
2023-01-23,81.2615,81.4925,81.2125,81.4185
2023-01-24,81.6255,81.7705,81.4205,81.6438
2023-01-25,81.6645,81.7675,81.5155,81.64
2023-01-26,81.5355,81.6,81.3565,81.5485
2023-01-27,81.5765,81.6595,81.4975,81.5488
2023-01-30,81.6845,81.6875,81.4775,81.505
2023-01-31,81.7015,82.0755,81.6655,81.9305
2023-02-01,81.8765,82.0305,81.6788,81.8605
2023-02-02,81.8195,82.2725,81.8195,82.2065
2023-02-03,82.2505,82.3135,81.7535,81.9005
2023-02-06,82.4625,82.7765,82.4425,82.7575
2023-02-07,82.7125,82.7825,82.6315,82.7425
2023-02-08,82.6805,82.7405,82.4805,82.5345
2023-02-09,82.6355,82.6575,82.4805,82.5325
2023-02-10,82.5875,82.6165,82.3375,82.5712
2023-02-13,82.7165,82.775,82.6155,82.71
2023-02-14,82.6975,82.8425,82.68,82.7775
2023-02-15,82.8625,82.9125,82.7875,82.8475
2023-02-16,82.6495,82.73,82.5945,82.695
2023-02-17,82.7655,82.8655,82.7525,82.8262
2023-02-20,82.6788,82.7595,82.6245,82.725
2023-02-21,82.7705,82.8315,82.7375,82.8025
2023-02-22,82.7985,82.9365,82.7935,82.9125
2023-02-23,82.7655,82.7905,82.6915,82.7045
2023-02-24,82.7525,82.8165,82.6985,82.7462
2023-02-27,82.9125,82.9325,82.7725,82.7845
2023-02-28,82.7495,82.7565,82.5605,82.5775
2023-03-01,82.5025,82.6255,82.4565,82.4885
2023-03-02,82.5715,82.6205,82.5265,82.6012
2023-03-03,82.3305,82.3475,81.9175,81.9685
